nodeid,,nodetype,age,gender,marrige,withkids,student,workstatue,residentinneighbor,educationlevel,eventtopic,spacefunction,date
187,,Actors,18-35,Female,No,No,Yes,Employed,No,Undergraduate,,,3/26/23
393,,Organization,,,,,,,,,Environment And Sustainability,,12/20/21
775,,Actors,35-55,Male,Yes,Yes,No,Self-employed,No,Graduate,,,10/16/21
38,,Actors,35-55,Male,Yes,Yes,No,Employed,No,Graduate,,,8/1/21
396,,Organization,,,,,,,,,Community And Organization,,9/29/21
397,,Organization,,,,,,,,,Lifestyle And Health,,11/20/22
398,,Organization,,,,,,,,,Technology And Education,,11/21/22
399,,Organization,,,,,,,,,Technology And Education,,6/17/23
851,,Actors,35-55,Female,Yes,No,No,Self-employed,No,Undergraduate,,,6/30/21
966,,Actors,18-35,Male,No,No,No,Employed,No,Undergraduate,,,5/9/22
1133,,Actors,18-35,Male,No,No,No,Employed,No,Graduate,,,5/17/20
574,,Actors,18-35,Male,No,No,Yes,Freelancer,No,Undergraduate,,,10/24/22
351,,Actors,35-55,Male,Yes,No,No,Employed,Yes,Undergraduate,,,9/1/20
405,,Organization,,,,,,,,,Environment And Sustainability,,10/1/20
782,,Actors,35-55,Male,No,No,No,Employed,No,Undergraduate,,,11/11/21
407,,Organization,,,,,,,,,Technology And Education,,3/11/23
1098,,Event,,,,,,,,,Culture And Arts,,3/18/23
1099,,Event,,,,,,,,,Culture And Arts,,6/3/23
1100,,Event,,,,,,,,,Culture And Arts,,5/13/23
1101,,Event,,,,,,,,,Culture And Arts,,6/24/23
408,,Organization,,,,,,,,,Technology And Education,,7/11/21
409,,Organization,,,,,,,,,Technology And Education,,1/15/21
410,,Event,,,,,,,,,Technology And Education,,6/10/23
411,,Organization,,,,,,,,,Environment And Sustainability,,3/2/21
199,,Actors,35-55,Male,No,No,No,Employed,No,Graduate,,,8/1/20
1026,,Actors,35-55,Female,No,No,No,Employed,No,Undergraduate,,,3/6/22
414,,Organization,,,,,,,,,Technology And Education,,9/25/23
885,,Actors,35-55,Male,No,No,No,Employed,No,Undergraduate,,,4/14/22
626,,Actors,35-55,Female,No,No,No,Self-employed,No,Undergraduate,,,5/18/23
1017,,Actors,18-35,Female,No,No,No,Employed,No,Undergraduate,,,11/6/21
854,,Actors,18-35,Female,No,No,No,Employed,No,Undergraduate,,,7/16/21
348,,Actors,18-35,Male,No,No,Yes,Freelancer,Yes,Graduate,,,11/1/20
1055,,Actors,35-55,Female,No,No,No,Employed,No,Graduate,,,6/3/23
612,,Actors,35-55,Male,No,No,No,Employed,No,Graduate,,,7/30/21
243,,Actors,18-35,Male,No,No,Yes,Freelancer,No,Undergraduate,,,7/1/20
424,,Organization,,,,,,,,,Technology And Education,,6/25/22
709,,Actors,35-55,Male,No,No,No,Self-employed,No,Undergraduate,,,11/7/20
592,,Actors,35-55,Male,No,No,No,Employed,No,Graduate,,,11/1/20
599,,Actors,35-55,Female,No,No,No,Freelancer,No,Graduate,,,9/25/23
428,,Organization,,,,,,,,,Technology And Education,,9/25/23
429,,Organization,,,,,,,,,Technology And Education,,9/25/23
430,,Organization,,,,,,,,,Environment And Sustainability,,5/13/21
724,,Actors,35-55,Male,No,No,No,Freelancer,No,Undergraduate,,,1/15/21
432,,Organization,,,,,,,,,Environment And Sustainability,,7/12/21
410,,Actors,18-35,Female,No,No,Yes,Freelancer,No,Undergraduate,,,6/10/23
877,,Actors,35-55,Male,No,No,No,Employed,No,Graduate,,,12/31/21
371,,Actors,35-55,Male,No,No,No,Employed,Yes,Graduate,,,3/2/21
576,,Actors,18-35,Female,No,No,No,Freelancer,No,Undergraduate,,,10/24/22
710,,Actors,35-55,Male,Yes,No,No,Employed,No,Undergraduate,,,11/21/20
438,,Organization,,,,,,,,,Environment And Sustainability,,9/19/20
812,,Actors,18-35,Female,No,No,No,Freelancer,No,Graduate,,,5/1/21
714,,Actors,35-55,Male,No,No,No,Freelancer,No,Graduate,,,11/29/20
362,,Actors,18-35,Male,No,No,No,Freelancer,No,Graduate,,,9/25/23
777,,Actors,18-35,Female,No,No,No,Freelancer,No,Undergraduate,,,10/21/21
497,,Actors,35-55,Female,No,No,No,Freelancer,No,Undergraduate,,,10/7/20
653,,Actors,18-35,Male,No,No,No,Employed,Yes,Undergraduate,,,9/18/22
445,,Organization,,,,,,,,,Culture And Arts,,11/27/21
446,,Organization,,,,,,,,,Culture And Arts,,3/14/23
969,,Actors,35-55,Male,No,No,No,Employed,No,Graduate,,,6/13/22
1054,,Actors,18-35,Female,No,No,Yes,Freelancer,Yes,Undergraduate,,,8/11/22
855,,Actors,18-35,Male,No,No,Yes,Freelancer,Yes,Undergraduate,,,7/26/21
1102,,Event,,,,,,,,,Lifestyle And Health,,3/3/23
369,,Actors,18-35,Male,No,No,Yes,Freelancer,No,Undergraduate,,,11/1/20
116,,Actors,18-35,Female,No,No,No,Self-employed,No,Graduate,,,11/1/21
272,,Actors,18-35,Male,No,No,Yes,Freelancer,No,Graduate,,,9/2/21
319,,Actors,35-55,Male,Yes,Yes,No,Employed,Yes,Undergraduate,,,8/1/21
225,,Actors,35-55,Female,Yes,No,No,Employed,No,Undergraduate,,,7/1/23
1135,,Actors,18-35,Female,Yes,Yes,No,Employed,No,Graduate,,,4/28/21
283,,Actors,18-35,Male,No,No,Yes,Freelancer,No,Graduate,,,5/1/22
823,,Actors,18-35,Male,No,No,Yes,Freelancer,No,Graduate,,,11/6/22
770,,Actors,35-55,Male,No,No,No,Employed,No,Undergraduate,,,10/5/21
459,,Organization,,,,,,,,,Technology And Education,,3/5/22
480,,Actors,18-35,Male,No,No,No,Employed,No,Graduate,,,2/5/22
450,,Actors,35-55,Male,No,No,No,Employed,Yes,Graduate,,,5/1/21
65,,Actors,55,Male,Yes,No,No,Freelancer,No,Highschool,,,7/1/21
141,,Actors,35-55,Male,Yes,No,No,Employed,No,Undergraduate,,,9/1/20
663,,Actors,35-55,Male,Yes,No,No,Employed,No,Undergraduate,,,5/1/21
14,,Actors,35-55,Male,Yes,No,No,Employed,No,Graduate,,,6/1/20
12,,Actors,35-55,Male,No,No,No,Employed,No,Graduate,,,1/4/21
13,,Actors,35-55,Male,No,No,No,Employed,No,Graduate,,,11/5/22
11,,Actors,35-55,Male,No,No,No,Employed,No,Graduate,,,10/1/20
633,,Actors,18-35,Male,No,No,Yes,Freelancer,No,Undergraduate,,,6/15/23
312,,Actors,18-35,Male,No,No,Yes,Self-employed,Yes,Undergraduate,,,5/16/21
598,,Actors,35-55,Female,No,No,No,Self-employed,No,Graduate,,,8/20/21
660,,Actors,18-35,Male,No,No,No,Freelancer,No,Undergraduate,,,10/1/20
281,,Actors,35-55,Male,Yes,No,Yes,Freelancer,No,Graduate,,,10/1/20
602,,Actors,35-55,Male,No,No,No,Self-employed,No,Undergraduate,,,8/1/21
659,,Actors,18-35,Male,No,No,Yes,Freelancer,No,Graduate,,,9/19/20
755,,Actors,18-35,Male,No,No,No,Employed,No,Undergraduate,,,6/12/21
434,,Actors,35-55,Male,No,No,No,Self-employed,No,Undergraduate,,,9/19/23
113,,Actors,18-35,Male,No,No,No,Freelancer,No,Graduate,,,8/27/22
185,,Actors,18-35,Male,No,No,No,Freelancer,No,Undergraduate,,,12/3/23
600,,Actors,35-55,Female,No,No,No,Freelancer,No,Graduate,,,2/20/22
481,,Organization,,,,,,,,,Lifestyle And Health,,9/1/20
294,,Actors,18-35,Male,Yes,Yes,No,Employed,Yes,Highschool,,,8/1/22
483,,Organization,,,,,,,,,Technology And Education,,1/26/22
484,,Organization,,,,,,,,,Technology And Education,,4/14/21
481,,Actors,35-55,Male,No,No,No,Employed,No,Graduate,,,9/1/20
186,,Actors,35-55,Male,No,No,No,Employed,Yes,Undergraduate,,,10/13/21
367,,Actors,18-35,Female,No,No,Yes,Freelancer,No,Undergraduate,,,5/25/21
828,,Actors,18-35,Male,No,No,Yes,Freelancer,No,Undergraduate,,,7/1/20
394,,Actors,18-35,Male,No,No,No,Employed,No,Undergraduate,,,10/11/22
646,,Actors,18-35,Male,No,No,Yes,Freelancer,Yes,Graduate,,,10/1/20
1134,,Actors,35-55,Male,No,No,No,Employed,No,Graduate,,,12/3/23
730,,Actors,18-35,Male,No,No,No,Employed,No,Graduate,,,2/16/21
895,,Actors,35-55,Male,No,No,No,Freelancer,No,Undergraduate,,,7/25/22
1136,,Actors,35-55,Female,Yes,No,No,Employed,Yes,Graduate,,,11/11/22
725,,Actors,18-35,Female,No,No,No,Employed,No,Undergraduate,,,1/16/21
1058,,Actors,35-55,Female,No,No,No,Employed,No,Undergraduate,,,11/23/23
497,,Organization,,,,,,,,,Technology And Education,,10/7/20
498,,Organization,,,,,,,,,Culture And Arts,,11/19/22
499,,Organization,,,,,,,,,Environment And Sustainability,,5/17/21
500,,Organization,,,,,,,,,Environment And Sustainability,,8/15/21
226,,Actors,18-35,Female,No,No,No,Employed,Yes,Undergraduate,,,9/1/20
180,,Actors,18-35,Female,No,No,Yes,Freelancer,No,Undergraduate,,,7/1/21
350,,Actors,35-55,Male,No,No,No,Self-employed,No,Undergraduate,,,10/11/22
504,,Organization,,,,,,,,,Environment And Sustainability,,12/1/21
636,,Actors,35-55,Female,No,No,No,Self-employed,No,Undergraduate,,,12/1/21
506,,Organization,,,,,,,,,Community And Organization,,9/20/22
722,,Actors,35-55,Male,No,No,No,Self-employed,No,Undergraduate,,,12/27/20
1103,,Event,,,,,,,,,Community And Organization,,6/10/23
508,,Organization,,,,,,,,,Technology And Education,,7/1/20
1104,,Event,,,,,,,,,Lifestyle And Health,,2/19/23
1105,,Media Content,,,,,,,,,Lifestyle And Health,,2/12/23
1106,,Event,,,,,,,,,Community And Organization,,11/28/21
1107,,Short-term Project,,,,,,,,,Community And Organization,,7/1/23
1108,,Media Content,,,,,,,,,Community And Organization,,2/3/23
1109,,Short-term Project,,,,,,,,,Community And Organization,,7/2/23
1110,,Event,,,,,,,,,Lifestyle And Health,,11/26/22
509,,Organization,,,,,,,,,Community And Organization,,7/30/21
510,,Organization,,,,,,,,,Community And Organization,,2/5/22
511,,Organization,,,,,,,,,Culture And Arts,,8/1/21
512,,Organization,,,,,,,,,Culture And Arts,,3/3/22
467,,Actors,35-55,Female,Yes,Yes,No,Employed,No,Graduate,,,8/1/20
705,,Actors,35-55,Male,No,No,No,Self-employed,No,Undergraduate,,,10/24/20
149,,Actors,35-55,Male,Yes,Yes,Yes,Freelancer,Yes,Graduate,,,6/1/20
516,,Organization,,,,,,,,,Environment And Sustainability,,7/30/21
723,,Actors,35-55,Male,No,No,No,Self-employed,No,Undergraduate,,,1/3/21
518,,Organization,,,,,,,,,Environment And Sustainability,,7/1/23
1127,,Space,,,,,,,,,,Cafe or Working Space,5/1/20
1128,,Space,,,,,,,,,,Meeting Room,5/1/20
1129,,Space,,,,,,,,,,Kitchen,5/1/20
1130,,Space,,,,,,,,,,Outdoor,4/24/21
1131,,Space,,,,,,,,,,Meeting Room,5/1/20
1132,,Space,,,,,,,,,,Gallery or Studio,6/1/21
1133,,Space,,,,,,,,,,Cafe or Working Space,5/17/20
1134,,Space,,,,,,,,,,Gallery or Studio,5/16/21
1135,,Space,,,,,,,,,,,9/1/21
1136,,Space,,,,,,,,,,Meeting Room,11/11/22
1137,,Space,,,,,,,,,,Cafe or Working Space,5/1/20
519,,Organization,,,,,,,,,Culture And Arts,,5/9/23
520,,Organization,,,,,,,,,Culture And Arts,,7/25/22
930,,Actors,18-35,Female,No,No,No,Self-employed,Yes,Undergraduate,,,9/30/23
522,,Organization,,,,,,,,,Culture And Arts,,8/27/20
833,,Actors,18-35,Female,No,No,Yes,Freelancer,No,Graduate,,,9/8/20
524,,Organization,,,,,,,,,Culture And Arts,,7/1/21
289,,Actors,18-35,Male,No,No,Yes,Freelancer,No,Undergraduate,,,5/1/21
526,,Organization,,,,,,,,,Technology And Education,,12/1/20
548,,Actors,18-35,Male,No,No,Yes,Freelancer,No,Undergraduate,,,3/1/22
911,,Actors,18-35,Male,No,No,Yes,Freelancer,No,Graduate,,,1/5/23
563,,Actors,18-35,Female,No,No,No,Self-employed,No,Undergraduate,,,8/15/21
449,,Actors,18-35,Male,No,No,No,Self-employed,No,Undergraduate,,,7/2/23
532,,Organization,,,,,,,,,Environment And Sustainability,,3/5/23
674,,Actors,35-55,Female,No,No,No,Self-employed,No,Graduate,,,8/20/21
423,,Actors,55,Female,Yes,No,No,Freelancer,Yes,Highschool,,,11/1/21
492,,Actors,35-55,Male,No,No,Yes,Freelancer,Yes,Undergraduate,,,1/25/22
652,,Actors,0-18,Male,No,No,Yes,Self-employed,No,Highschool,,,5/1/21
537,,Organization,,,,,,,,,Technology And Education,,6/1/20
1111,,Event,,,,,,,,,Environment And Sustainability,,11/12/23
227,,Actors,18-35,Male,No,No,Yes,Employed,No,Graduate,,,9/25/23
559,,Actors,35-55,Female,No,No,No,Employed,No,Undergraduate,,,9/1/20
540,,Organization,,,,,,,,,Environment And Sustainability,,9/1/20
267,,Actors,18-35,Female,No,No,No,Freelancer,Yes,Undergraduate,,,8/17/22
411,,Actors,35-55,Female,No,No,No,Employed,No,Graduate,,,3/2/21
671,,Actors,0-18,Male,No,No,Yes,Self-employed,No,Highschool,,,9/29/20
1027,,Actors,35-55,Female,No,No,No,Employed,No,Undergraduate,,,10/23/21
408,,Actors,35-55,Female,No,No,No,Self-employed,No,Graduate,,,7/1/21
874,,Actors,35-55,Female,No,No,No,Self-employed,No,Undergraduate,,,12/8/21
511,,Actors,35-55,Male,No,No,No,Self-employed,Yes,Graduate,,,8/1/21
655,,Actors,18-35,Male,No,No,No,Self-employed,No,Undergraduate,,,7/1/21
549,,Organization,,,,,,,,,Environment And Sustainability,,8/1/21
365,,Actors,55,Male,Yes,No,No,Freelancer,Yes,Highschool,,,9/25/23
882,,Actors,35-55,Male,Yes,No,No,Employed,No,Graduate,,,2/21/22
721,,Actors,35-55,Male,Yes,No,No,Employed,No,Undergraduate,,,12/27/20
304,,Actors,18-35,Male,No,No,Yes,Freelancer,Yes,Graduate,,,2/1/21
523,,Actors,18-35,Male,No,No,No,Self-employed,No,Undergraduate,,,9/30/20
555,,Organization,,,,,,,,,Community And Organization,,7/2/23
872,,Actors,35-55,Male,No,No,No,Employed,No,Undergraduate,,,11/17/21
957,,Actors,35-55,Female,No,No,No,Freelancer,No,Undergraduate,,,2/7/22
496,,Actors,18-35,Male,No,No,No,Employed,No,Undergraduate,,,7/1/23
413,,Actors,18-35,Female,No,No,Yes,Self-employed,Yes,Graduate,,,4/24/23
899,,Actors,18-35,Male,No,No,No,Freelancer,No,Undergraduate,,,8/17/22
588,,Actors,35-55,Male,No,No,No,Self-employed,No,Graduate,,,7/30/21
562,,Organization,,,,,,,,,Environment And Sustainability,,1/28/21
1112,,Short-term Project,,,,,,,,,Community And Organization,,9/18/22
563,,Organization,,,,,,,,,Community And Organization,,8/15/21
564,,Organization,,,,,,,,,Community And Organization,,7/15/23
565,,Organization,,,,,,,,,Community And Organization,,7/2/23
904,,Actors,35-55,Male,No,No,No,Employed,No,Graduate,,,11/11/22
795,,Actors,18-35,Male,No,No,No,Employed,No,Undergraduate,,,2/13/22
760,,Actors,35-55,Male,No,No,No,Employed,No,Graduate,,,3/1/21
261,,Actors,18-35,Female,No,No,No,Self-employed,No,Graduate,,,8/1/21
894,,Actors,18-35,Female,No,No,No,Employed,No,Undergraduate,,,7/8/22
560,,Actors,18-35,Male,No,No,No,Self-employed,No,Graduate,,,8/20/21
228,,Actors,18-35,Male,No,No,No,Freelancer,No,Undergraduate,,,7/1/21
613,,Actors,35-55,Male,No,No,No,Employed,No,Graduate,,,8/20/21
766,,Actors,18-35,Male,No,No,Yes,Freelancer,Yes,Undergraduate,,,9/11/21
767,,Actors,18-35,Male,No,No,Yes,Freelancer,Yes,Undergraduate,,,3/2/21
768,,Actors,18-35,Female,No,No,Yes,Freelancer,Yes,Undergraduate,,,8/1/20
769,,Actors,18-35,Male,No,No,Yes,Freelancer,Yes,Undergraduate,,,10/3/21
1113,,Event,,,,,,,,,Community And Organization,,7/7/23
1114,,Event,,,,,,,,,Community And Organization,,8/27/23
1115,,Event,,,,,,,,,Community And Organization,,7/7/23
578,,Organization,,,,,,,,,Culture And Arts,,5/1/20
1116,,Short-term Project,,,,,,,,,Environment And Sustainability,,10/11/22
579,,Organization,,,,,,,,,Culture And Arts,,7/30/21
580,,Organization,,,,,,,,,Technology And Education,,10/21/20
1117,,Event,,,,,,,,,Culture And Arts,,11/21/22
1118,,Event,,,,,,,,,Culture And Arts,,3/26/23
1119,,Event,,,,,,,,,Technology And Education,,5/30/23
1120,,Event,,,,,,,,,Culture And Arts,,4/11/23
1121,,Event,,,,,,,,,Culture And Arts,,5/18/23
581,,Organization,,,,,,,,,Culture And Arts,,11/1/21
698,,Actors,35-55,Female,No,No,No,Employed,No,Undergraduate,,,9/6/20
1122,,Event,,,,,,,,,Environment And Sustainability,,11/5/22
403,,Actors,35-55,Male,No,No,No,Employed,No,Graduate,,,6/28/21
1100,,Actors,35-55,Female,Yes,No,No,Employed,No,Graduate,,,5/13/23
844,,Actors,35-55,Male,Yes,Yes,No,Employed,No,Undergraduate,,,5/27/21
1091,,Actors,18-35,Male,No,No,No,Employed,No,Graduate,,,5/9/23
587,,Organization,,,,,,,,,Technology And Education,,1/30/21
588,,Organization,,,,,,,,,Technology And Education,,7/30/21
589,,Organization,,,,,,,,,Community And Organization,,5/30/23
577,,Actors,18-35,Female,No,No,No,Freelancer,No,Undergraduate,,,10/24/22
591,,Organization,,,,,,,,,Technology And Education,,9/25/23
151,,Actors,18-35,Male,Yes,No,No,Employed,No,Graduate,,,5/11/21
1016,,Actors,35-55,Female,Yes,No,No,Employed,No,Undergraduate,,,9/13/21
1033,,Actors,35-55,Female,Yes,No,No,Employed,No,Undergraduate,,,12/3/23
884,,Actors,35-55,Female,No,No,No,Employed,No,Graduate,,,4/11/22
790,,Actors,35-55,Female,No,No,No,Self-employed,No,Graduate,,,3/2/21
1028,,Actors,35-55,Female,No,No,No,Employed,No,Undergraduate,,,7/6/21
459,,Actors,35-55,Male,No,No,No,Employed,No,Undergraduate,,,3/5/22
1097,,Actors,35-55,Female,Yes,Yes,No,Employed,No,Graduate,,,12/31/22
600,,Organization,,,,,,,,,Culture And Arts,,2/20/22
1056,,Actors,35-55,Male,No,No,No,Employed,No,Undergraduate,,,9/10/23
617,,Actors,35-55,Female,No,No,No,Freelancer,No,Undergraduate,,,8/1/21
229,,Actors,35-55,Female,Yes,No,No,Freelancer,No,Undergraduate,,,8/1/21
793,,Actors,18-35,Female,No,No,No,Employed,No,Undergraduate,,,12/25/21
834,,Actors,35-55,Female,Yes,Yes,Yes,Freelancer,No,Graduate,,,12/19/20
181,,Actors,18-35,Male,No,No,No,Freelancer,No,Undergraduate,,,10/1/20
278,,Actors,18-35,Female,No,No,Yes,Freelancer,Yes,Graduate,,,7/1/21
438,,Actors,35-55,Male,Yes,No,No,Employed,No,Graduate,,,9/19/20
537,,Actors,35-55,Male,Yes,Yes,No,Employed,No,Undergraduate,,,6/1/20
72,,Actors,35-55,Male,Yes,No,No,Freelancer,No,Undergraduate,,,11/28/23
377,,Actors,18-35,Female,No,No,No,Employed,No,Graduate,,,5/1/21
182,,Actors,18-35,Male,No,No,Yes,Freelancer,Yes,Graduate,,,9/4/21
862,,Actors,18-35,Male,No,No,Yes,Freelancer,No,Undergraduate,,,9/6/21
856,,Actors,18-35,Male,No,No,Yes,Freelancer,Yes,Graduate,,,7/26/21
615,,Organization,,,,,,,,,Community And Organization,,8/15/21
620,,Actors,18-35,Male,No,No,No,Self-employed,No,Graduate,,,11/1/20
557,,Actors,18-35,Male,No,No,No,Employed,No,Undergraduate,,,10/11/22
455,,Actors,35-55,Male,No,No,No,Self-employed,No,Undergraduate,,,12/3/23
619,,Organization,,,,,,,,,Culture And Arts,,9/25/23
270,,Actors,35-55,Female,Yes,Yes,No,Self-employed,No,Undergraduate,,,9/1/21
230,,Actors,18-35,Male,No,No,No,Freelancer,Yes,Undergraduate,,,12/3/23
596,,Actors,35-55,Female,Yes,No,No,Freelancer,No,Graduate,,,2/5/22
505,,Actors,35-55,Female,No,No,No,Self-employed,No,Graduate,,,8/10/21
231,,Actors,18-35,Female,No,No,Yes,Freelancer,Yes,Undergraduate,,,5/1/21
700,,Actors,18-35,Female,No,No,No,Employed,No,Undergraduate,,,9/19/21
1034,,Actors,18-35,Male,No,No,No,Freelancer,No,Undergraduate,,,12/3/23
871,,Actors,35-55,Male,No,No,No,Self-employed,No,Graduate,,,11/15/21
898,,Actors,18-35,Female,No,No,No,Freelancer,No,Graduate,,,8/13/22
555,,Actors,35-55,Male,Yes,No,No,Employed,No,Undergraduate,,,7/2/23
56,,Actors,35-55,Male,No,No,No,Employed,No,Graduate,,,12/3/23
631,,Organization,,,,,,,,,Culture And Arts,,12/27/20
1123,,Event,,,,,,,,,Culture And Arts,,3/18/23
1124,,Event,,,,,,,,,Culture And Arts,,5/20/23
247,,Actors,18-35,Male,No,No,No,Freelancer,No,Graduate,,,9/1/22
1047,,Actors,18-35,Male,No,No,No,Freelancer,No,Graduate,,,7/1/21
1044,,Actors,18-35,Male,No,No,No,Employed,No,Graduate,,,7/30/21
337,,Actors,18-35,Male,No,No,Yes,Freelancer,No,Graduate,,,7/1/20
334,,Actors,18-35,Male,No,No,Yes,Freelancer,Yes,Graduate,,,5/1/21
383,,Actors,18-35,Male,No,No,No,Self-employed,No,Graduate,,,9/18/22
232,,Actors,35-55,Male,Yes,Yes,No,Freelancer,No,Undergraduate,,,11/1/20
639,,Organization,,,,,,,,,Culture And Arts,,12/1/20
853,,Actors,18-35,Male,No,No,No,Freelancer,No,Graduate,,,7/10/21
641,,Organization,,,,,,,,,Technology And Education,,10/18/20
568,,Actors,35-55,Male,No,No,No,Freelancer,No,Undergraduate,,,10/9/22
643,,Organization,,,,,,,,,Environment And Sustainability,,10/16/21
233,,Actors,35-55,Male,Yes,Yes,No,Freelancer,No,Undergraduate,,,9/4/21
857,,Actors,35-55,Male,Yes,No,No,Freelancer,No,Undergraduate,,,8/8/21
482,,Actors,18-35,Male,No,No,No,Self-employed,No,Graduate,,,5/1/21
578,,Actors,18-35,Male,No,No,No,Freelancer,No,Graduate,,,5/1/21
268,,Actors,18-35,Female,No,No,Yes,Freelancer,Yes,Undergraduate,,,7/1/23
385,,Actors,35-55,Male,Yes,Yes,No,Freelancer,Yes,Undergraduate,,,5/3/21
650,,Organization,,,,,,,,,Technology And Education,,3/21/22
840,,Actors,35-55,Male,Yes,No,No,Freelancer,No,Undergraduate,,,3/26/21
388,,Actors,35-55,Male,Yes,Yes,No,Freelancer,No,Graduate,,,8/1/20
653,,Organization,,,,,,,,,Technology And Education,,9/18/22
1125,,Event,,,,,,,,,Culture And Arts,,6/18/23
1126,,Event,,,,,,,,,Culture And Arts,,10/6/22
512,,Actors,35-55,Male,No,No,No,Freelancer,No,Graduate,,,8/22/21
664,,Actors,35-55,Female,No,No,No,Self-employed,No,Undergraduate,,,3/15/22
561,,Actors,35-55,Female,No,No,No,Self-employed,No,Undergraduate,,,8/1/21
657,,Organization,,,,,,,,,Environment And Sustainability,,7/1/20
703,,Actors,18-35,Female,No,No,No,Self-employed,No,Graduate,,,9/1/20
252,,Actors,35-55,Male,No,No,No,Employed,Yes,Graduate,,,5/1/20
629,,Actors,35-55,Female,No,No,No,Self-employed,No,Undergraduate,,,8/1/21
265,,Actors,18-35,Female,No,No,Yes,Self-employed,No,Graduate,,,7/1/22
662,,Organization,,,,,,,,,Technology And Education,,3/2/21
663,,Organization,,,,,,,,,Technology And Education,,5/1/21
841,,Actors,35-55,Female,No,No,No,Employed,No,Graduate,,,4/7/21
665,,Organization,,,,,,,,,Lifestyle And Health,,11/22/22
275,,Actors,18-35,Male,No,No,Yes,Freelancer,Yes,Undergraduate,,,9/15/20
667,,Organization,,,,,,,,,Environment And Sustainability,,7/1/21
422,,Actors,18-35,Male,Yes,No,Yes,Self-employed,Yes,Graduate,,,6/1/20
669,,Organization,,,,,,,,,Community And Organization,,9/1/21
309,,Actors,18-35,Male,No,No,Yes,Freelancer,Yes,Undergraduate,,,9/1/21
460,,Actors,18-35,Male,No,No,Yes,Freelancer,No,Undergraduate,,,5/1/21
1041,,Actors,18-35,Female,No,No,Yes,Self-employed,No,Graduate,,,7/5/21
273,,Actors,18-35,Male,No,No,No,Freelancer,No,Undergraduate,,,12/8/20
183,,Actors,18-35,Male,No,No,Yes,Freelancer,Yes,Graduate,,,10/15/21
739,,Actors,18-35,Male,No,No,Yes,Freelancer,No,Graduate,,,3/28/21
277,,Actors,18-35,Male,No,No,Yes,Freelancer,Yes,Graduate,,,10/26/20
461,,Actors,18-35,Male,No,No,Yes,Freelancer,Yes,Graduate,,,5/1/21
184,,Actors,18-35,Female,No,No,No,Freelancer,No,Undergraduate,,,8/15/21
495,,Actors,35-55,Male,Yes,No,No,Self-employed,No,Graduate,,,7/25/21
